┌────────┬───────────┬────────┬────────┬─────────────────┬────────────────────┬───────────────────────┬────────────────────┬──────────────────────┬──────────────┬─────────────────┬────────────────────┬─────────────────┬───────────────────┐
│     id │      name │   nvar │   ncon │ status_percival │ objective_percival │ elapsed_time_percival │ dual_feas_percival │ primal_feas_percival │ status_ipopt │ objective_ipopt │ elapsed_time_ipopt │ dual_feas_ipopt │ primal_feas_ipopt │
├────────┼───────────┼────────┼────────┼─────────────────┼────────────────────┼───────────────────────┼────────────────────┼──────────────────────┼──────────────┼─────────────────┼────────────────────┼─────────────────┼───────────────────┤
│      1 │   LUKVLI7 │  10000 │      4 │     first_order │          -2.17e+03 │              4.20e+02 │           2.39e+00 │             1.94e-06 │  first_order │       -2.17e+03 │           5.14e-01 │        7.53e-04 │          0.00e+00 │
│      2 │    POLAK4 │      3 │      3 │     first_order │          -3.45e-17 │              4.05e+01 │           9.84e-06 │             6.03e-15 │  first_order │        5.54e-06 │           2.00e-03 │        1.45e-07 │          0.00e+00 │
│      3 │   EXPFITA │      5 │     22 │     first_order │           1.14e-03 │              2.00e-03 │           1.38e-09 │             3.93e-10 │  first_order │        1.21e-03 │           8.00e-03 │        2.33e-05 │          0.00e+00 │
│      4 │      MSS1 │     90 │     73 │      infeasible │          -3.50e+01 │              9.50e-02 │           8.38e+01 │             1.64e-01 │   infeasible │       -3.57e+01 │           3.30e-02 │        8.46e+00 │          2.76e-02 │
│      5 │   LISWET9 │   2002 │   2000 │        max_time │           5.00e+00 │              4.20e+02 │           1.05e-02 │             8.81e-04 │  first_order │        3.92e+02 │           6.50e-02 │        2.91e-11 │          0.00e+00 │
│      6 │      HS79 │      5 │      3 │     first_order │           7.88e-02 │              0.00e+00 │           1.22e-10 │             2.56e-08 │  first_order │        7.88e-02 │           1.00e-03 │        3.41e-09 │          3.89e-09 │
│      7 │  GMNCASE2 │    175 │   1050 │     first_order │          -9.94e-01 │              3.77e+00 │           2.65e-06 │             1.14e-06 │  first_order │       -9.94e-01 │           6.40e-02 │        9.09e-12 │          0.00e+00 │
│      8 │   LUKVLE8 │  10000 │   9998 │        max_time │           1.01e+06 │              4.20e+02 │           3.26e-06 │             1.11e-02 │  first_order │        8.26e+05 │           1.50e-01 │        8.08e-01 │          2.03e-12 │
│      9 │    HAIFAL │    343 │   8958 │        max_time │          -2.74e+00 │              4.20e+02 │           5.93e+01 │             1.99e-05 │  first_order │       -1.28e+01 │           3.68e+00 │        1.26e-07 │          0.00e+00 │
│     10 │      S268 │      5 │      5 │     first_order │           0.00e+00 │              1.00e-03 │           1.23e-09 │             1.22e-09 │  first_order │        5.64e-04 │           3.00e-03 │        2.81e-09 │          0.00e+00 │
│     11 │       HS7 │      2 │      1 │     first_order │          -1.73e+00 │              1.00e-03 │           1.92e-11 │             3.66e-10 │  first_order │       -1.73e+00 │           7.00e-03 │        1.00e-06 │          1.60e-06 │
│     12 │      OET3 │      4 │   1002 │     first_order │           4.50e-03 │              1.90e-02 │           2.06e-10 │             4.76e-06 │  first_order │        4.58e-03 │           2.40e-02 │        9.09e-12 │          0.00e+00 │
│     13 │  LUKVLI13 │   9998 │   6664 │        max_time │           1.32e+02 │              4.20e+02 │           3.34e+02 │             6.61e-08 │  first_order │        1.32e+02 │           4.27e-01 │        2.00e-07 │          0.00e+00 │
│     14 │      HS48 │      5 │      2 │     first_order │           0.00e+00 │              0.00e+00 │           1.10e-09 │             5.92e-06 │  first_order │        4.44e-31 │           1.00e-03 │        2.22e-15 │          8.88e-16 │
│     15 │       BT9 │      4 │      2 │     first_order │          -1.00e+00 │              0.00e+00 │           5.23e-12 │             2.40e-07 │  first_order │       -1.00e+00 │           3.00e-03 │        2.84e-06 │          2.99e-07 │
│     16 │   SIPOW1M │      2 │   2000 │     first_order │          -1.00e+00 │              1.30e-02 │           6.15e-10 │             9.87e-06 │  first_order │       -1.00e+00 │           3.14e-01 │        1.84e-11 │          0.00e+00 │
