┌────────┬───────────┬────────┬────────┬─────────────────┬────────────────────┬───────────────────────┬────────────────────┬──────────────────────┬──────────────┬─────────────────┬────────────────────┬─────────────────┬───────────────────┐
│     id │      name │   nvar │   ncon │ status_percival │ objective_percival │ elapsed_time_percival │ dual_feas_percival │ primal_feas_percival │ status_ipopt │ objective_ipopt │ elapsed_time_ipopt │ dual_feas_ipopt │ primal_feas_ipopt │
├────────┼───────────┼────────┼────────┼─────────────────┼────────────────────┼───────────────────────┼────────────────────┼──────────────────────┼──────────────┼─────────────────┼────────────────────┼─────────────────┼───────────────────┤
│     66 │      HS40 │      4 │      3 │     first_order │          -2.50e-01 │              1.56e-03 │           7.11e-08 │             8.29e-06 │  first_order │       -2.50e-01 │           3.00e-03 │        2.66e-09 │          1.86e-10 │
│     67 │      OET2 │      3 │   1002 │     first_order │           8.72e-02 │              1.94e-01 │           2.18e-10 │             3.74e-06 │  first_order │        8.72e-02 │           7.69e-01 │        1.52e-08 │          0.00e+00 │
│     68 │   LUKVLI2 │  10000 │   4999 │     first_order │           2.40e+05 │              1.20e+03 │           6.46e-09 │             2.63e-06 │  first_order │        2.40e+05 │           2.75e+00 │        1.15e-03 │          0.00e+00 │
│     69 │      MSS3 │   2070 │   1981 │      infeasible │          -9.89e+02 │              1.16e+02 │           2.03e+03 │             3.18e-02 │  first_order │       -3.30e+02 │           7.35e+02 │        1.27e-05 │          3.01e-12 │
│     70 │       BT8 │      5 │      2 │     first_order │           1.00e+00 │              1.26e-03 │           1.34e-11 │             1.57e-07 │  first_order │        1.00e+00 │           7.00e-03 │        0.00e+00 │          3.81e-06 │
│     71 │      MSS2 │    756 │    703 │      infeasible │          -3.50e+02 │              1.83e+01 │           7.32e+02 │             5.33e-02 │   infeasible │       -3.50e+02 │           8.08e+00 │        2.64e+01 │          3.75e-03 │
│     72 │      OET6 │      5 │   1002 │     first_order │           8.72e-02 │              4.15e-01 │           3.44e-10 │             3.74e-06 │  first_order │        2.74e-03 │           2.10e+00 │        6.20e-07 │          0.00e+00 │
│     73 │       BT1 │      2 │      1 │     first_order │          -1.00e+00 │              1.70e-03 │           2.66e-07 │             2.58e-07 │  first_order │       -1.00e+00 │           6.00e-03 │        3.14e-07 │          3.17e-07 │
│     74 │      HS43 │      4 │      3 │     first_order │          -4.40e+01 │              5.18e-03 │           3.25e-12 │             4.34e-08 │  first_order │       -4.40e+01 │           6.00e-03 │        2.84e-08 │          0.00e+00 │
│     75 │      KSIP │     20 │   1001 │     first_order │           5.76e-01 │              1.59e+00 │           1.04e-09 │             3.20e-06 │  first_order │        5.76e-01 │           2.44e-01 │        1.84e-11 │          0.00e+00 │
│     76 │   MAKELA2 │      3 │      3 │     first_order │           7.20e+00 │              9.98e-03 │           1.62e-07 │             1.59e-10 │  first_order │        7.20e+00 │           5.00e-03 │        1.84e-11 │          0.00e+00 │
│     77 │  ORTHRDS2 │   5003 │   2500 │        max_time │           9.34e+02 │              1.20e+03 │           7.19e-03 │             8.60e-04 │      unknown │        7.62e+02 │           1.23e+00 │        5.19e-01 │          7.63e-13 │
│     78 │  EIGENBCO │   2550 │   1275 │        max_time │           8.84e-05 │              1.20e+03 │           4.05e+00 │             2.80e-02 │     max_time │        4.90e+01 │           1.23e+03 │        1.34e-02 │          5.15e-27 │
│     79 │   LUKVLE1 │  10000 │   9998 │     first_order │           6.23e+00 │              1.20e+03 │           1.24e-05 │             6.24e-07 │  first_order │        6.23e+00 │           3.89e-01 │        6.32e-09 │          8.36e-12 │
│     80 │  LISWET12 │   2002 │   2000 │        max_time │           5.00e+00 │              1.20e+03 │           3.17e-02 │             8.11e-04 │  first_order │        3.47e+02 │           3.07e-01 │        2.91e-11 │          0.00e+00 │
│     81 │ ROSEPETAL │   1000 │   2000 │     first_order │          -3.07e+04 │              3.24e+02 │           4.69e-06 │             6.50e-06 │  first_order │       -3.07e+04 │           1.05e+02 │        9.51e-07 │          0.00e+00 │
│     82 │  GMNCASE1 │    175 │    300 │     first_order │           2.67e-01 │              4.02e+00 │           4.11e-06 │             1.28e-06 │  first_order │        2.67e-01 │           1.61e-01 │        1.84e-11 │          0.00e+00 │
│     83 │      HS14 │      2 │      2 │     first_order │           1.39e+00 │              9.45e-04 │           2.75e-13 │             2.70e-07 │  first_order │        1.39e+00 │           5.00e-03 │        2.21e-08 │          2.22e-16 │
│     84 │   DIPIGRI │      7 │      4 │     first_order │           6.81e+02 │              1.12e-01 │           8.28e-07 │             3.07e-07 │  first_order │        6.81e+02 │           9.00e-03 │        3.05e-09 │          0.00e+00 │
│     85 │  GRIDNETE │   7564 │   3844 │        max_time │           2.06e+02 │              1.20e+03 │           1.57e-01 │             2.16e-04 │  first_order │        2.06e+02 │           2.60e-01 │        8.04e-09 │          4.17e-14 │
│     86 │     HET-Z │      2 │   1002 │     first_order │           1.00e+00 │              7.11e-02 │           1.48e-07 │             6.73e-06 │  first_order │        1.00e+00 │           1.23e-01 │        3.74e-06 │          0.00e+00 │
│     87 │  MIFFLIN2 │      3 │      2 │     first_order │          -1.00e+00 │              4.12e-03 │           3.33e-12 │             2.68e-06 │  first_order │       -1.00e+00 │           1.10e-02 │        1.07e-07 │          0.00e+00 │
│     88 │   LISWET2 │   2002 │   2000 │        max_time │           5.00e+00 │              1.20e+03 │           2.63e-04 │             3.21e-05 │  first_order │        5.01e+00 │           1.98e-01 │        1.85e-11 │          0.00e+00 │
│     89 │      HS91 │      5 │      1 │     first_order │           1.36e+00 │              1.84e+00 │           2.31e-12 │             2.44e-06 │  first_order │        1.36e+00 │           8.50e-02 │        8.61e-08 │          0.00e+00 │
│     90 │  BYRDSPHR │      3 │      2 │     first_order │          -4.68e+00 │              2.55e-03 │           2.40e-10 │             1.31e-08 │  first_order │       -4.68e+00 │           1.10e-02 │        6.05e-07 │          5.60e-07 │
│     91 │   LUKVLE6 │   9999 │   4999 │     first_order │           6.29e+05 │              1.20e+03 │           4.36e-04 │             2.72e-06 │  first_order │        6.29e+05 │           9.69e-01 │        5.24e-06 │          2.87e-09 │
│     92 │   EXPFITB │      5 │    102 │     first_order │           5.02e-03 │              1.27e-01 │           2.01e-06 │             3.56e-06 │  first_order │        6.02e-03 │           5.60e-02 │        8.38e-05 │          0.00e+00 │
│     93 │  LUKVLI15 │   9997 │   7497 │        max_time │           6.71e-01 │              1.20e+03 │           1.37e+01 │             6.18e-04 │  first_order │        1.56e+01 │           2.18e+01 │        9.31e-03 │          0.00e+00 │
│     94 │      HS50 │      5 │      3 │     first_order │           2.92e-15 │              1.26e-03 │           4.86e-09 │             9.13e-08 │  first_order │        6.38e-13 │           7.00e-03 │        2.18e-06 │          1.33e-15 │
│     95 │  CHACONN2 │      3 │      3 │     first_order │           2.00e+00 │              5.80e-03 │           8.32e-13 │             6.82e-06 │  first_order │        2.00e+00 │           7.00e-03 │        1.77e-09 │          0.00e+00 │
│     96 │   LUKVLI3 │  10000 │      2 │     first_order │           1.16e+01 │              9.00e+02 │           2.10e-08 │             4.06e-09 │  first_order │        1.16e+01 │           3.14e-01 │        7.99e-05 │          0.00e+00 │
│     97 │      TFI2 │      3 │    101 │     first_order │           6.49e-01 │              5.65e-03 │           3.53e-10 │             1.97e-09 │  first_order │        6.49e-01 │           2.10e-02 │        9.09e-12 │          0.00e+00 │
│     98 │  LUKVLI12 │   9997 │   7497 │     first_order │           2.09e-08 │              1.20e+03 │           1.28e-06 │             1.97e-06 │  first_order │        3.50e-05 │           2.27e+00 │        3.45e-06 │          0.00e+00 │
