┌────────┬──────────┬────────┬────────┬─────────────────┬────────────────────┬───────────────────────┬────────────────────┬──────────────────────┬──────────────┬─────────────────┬────────────────────┬─────────────────┬───────────────────┐
│     id │     name │   nvar │   ncon │ status_percival │ objective_percival │ elapsed_time_percival │ dual_feas_percival │ primal_feas_percival │ status_ipopt │ objective_ipopt │ elapsed_time_ipopt │ dual_feas_ipopt │ primal_feas_ipopt │
│     53 │      BT5 │      3 │      2 │     first_order │           9.62e+02 │              1.75e-03 │           1.13e-06 │             4.47e-06 │  first_order │        9.62e+02 │           5.00e-03 │        5.31e-08 │          4.19e-07 │
│     54 │     HS61 │      3 │      2 │     first_order │          -1.44e+02 │              1.79e-03 │           4.87e-06 │             1.44e-07 │  first_order │       -1.44e+02 │           7.00e-03 │        2.31e-10 │          9.12e-12 │
│     55 │      CB2 │      3 │      3 │     first_order │           1.95e+00 │              1.10e-02 │           2.12e-11 │             2.44e-08 │  first_order │        1.95e+00 │           6.00e-03 │        2.61e-06 │          0.00e+00 │
│     56 │     HS77 │      5 │      2 │     first_order │           5.53e+00 │              7.20e-03 │           8.49e-08 │             4.85e-08 │  first_order │        2.42e-01 │           9.00e-03 │        2.83e-09 │          2.26e-10 │
│     57 │     HS39 │      4 │      2 │     first_order │          -1.00e+00 │              1.62e-03 │           9.99e-14 │             6.92e-08 │  first_order │       -1.00e+00 │           9.00e-03 │        2.84e-06 │          2.99e-07 │
│     58 │     HS88 │      2 │      1 │     first_order │           1.36e+00 │              6.15e-01 │           7.50e-12 │             2.44e-06 │  first_order │        1.36e+00 │           4.20e-02 │        3.48e-06 │          0.00e+00 │
│     59 │  MWRIGHT │      5 │      3 │     first_order │           2.50e+01 │              1.88e-03 │           4.92e-12 │             4.98e-08 │  first_order │        2.50e+01 │           8.00e-03 │        7.75e-08 │          1.14e-09 │
│     60 │      BT4 │      3 │      2 │     first_order │          -4.55e+01 │              1.57e-03 │           7.21e-13 │             3.41e-08 │  first_order │       -3.70e+00 │           8.00e-03 │        2.17e-09 │          1.03e-09 │
│     61 │      BT2 │      3 │      1 │     first_order │           3.26e-02 │              2.01e-02 │           2.55e-08 │             7.16e-10 │  first_order │        3.26e-02 │           8.00e-03 │        1.90e-06 │          1.00e-06 │
│     62 │  MAKELA3 │     21 │     20 │     first_order │           3.66e-09 │              1.08e-01 │           5.88e-08 │             8.03e-09 │  first_order │        3.69e-05 │           1.40e-02 │        3.28e-10 │          0.00e+00 │
│     63 │     HS46 │      5 │      2 │     first_order │           1.13e-11 │              2.81e-03 │           7.54e-06 │             1.90e-06 │  first_order │        3.68e-10 │           8.00e-03 │        3.32e-07 │          4.75e-06 │
│     64 │     HS49 │      5 │      2 │     first_order │           1.56e-09 │              1.66e-03 │           9.95e-07 │             1.82e-14 │  first_order │        3.52e-08 │           1.00e-02 │        1.03e-05 │          4.44e-16 │
│     65 │   GOFFIN │     51 │     50 │     first_order │          -1.98e-07 │              5.04e-02 │           1.74e-09 │             1.40e-06 │  first_order │        9.22e-05 │           2.00e-02 │        1.84e-11 │          0.00e+00 │
│     66 │ HS100MOD │      7 │      4 │     first_order │           6.79e+02 │              9.84e-01 │           1.31e-04 │             1.04e-06 │  first_order │        6.79e+02 │           8.00e-03 │        6.09e-11 │          0.00e+00 │
│     67 │   MADSEN │      3 │      6 │     first_order │           6.16e-01 │              1.85e-02 │           5.09e-12 │             1.26e-09 │  first_order │        6.16e-01 │           1.50e-02 │        6.29e-09 │          0.00e+00 │
│     68 │   POLAK6 │      5 │      4 │     first_order │          -4.40e+01 │              2.54e-01 │           6.16e-09 │             2.18e-07 │  first_order │       -4.40e+01 │           5.70e-01 │        3.25e-08 │          0.00e+00 │
│     69 │     HS78 │      5 │      3 │     first_order │          -2.92e+00 │              1.54e-03 │           3.24e-09 │             9.98e-07 │  first_order │       -2.92e+00 │           4.00e-03 │        7.96e-12 │          5.56e-12 │
│     70 │     HS90 │      4 │      1 │     first_order │           1.36e+00 │              1.40e+00 │           2.86e-12 │             2.44e-06 │  first_order │        1.36e+00 │           1.06e-01 │        9.92e-06 │          0.00e+00 │
│     71 │     HS11 │      2 │      1 │     first_order │          -8.50e+00 │              1.61e-03 │           1.58e-10 │             1.98e-09 │  first_order │       -8.50e+00 │           5.00e-03 │        9.29e-10 │          0.00e+00 │
│     72 │     HS29 │      3 │      1 │     first_order │          -2.26e+01 │              2.75e-03 │           2.88e-07 │             1.87e-06 │  first_order │       -2.26e+01 │           6.00e-03 │        1.84e-11 │          0.00e+00 │
│     73 │ S316-322 │      2 │      1 │     first_order │           3.34e+02 │              9.95e-04 │           2.56e-13 │             3.55e-08 │  first_order │        3.34e+02 │           6.00e-03 │        7.19e-11 │          5.55e-17 │
│     74 │      FLT │      2 │      2 │     first_order │          -3.10e-28 │              5.66e-04 │           1.10e-05 │             1.84e-12 │      unknown │        0.00e+00 │           1.30e-02 │        5.94e+19 │          6.21e-06 │
│     75 │   POLAK1 │      3 │      2 │     first_order │           2.72e+00 │              2.99e-02 │           3.24e-07 │             4.85e-10 │  first_order │        2.72e+00 │           4.00e-03 │        1.84e-11 │          0.00e+00 │
│     76 │  MAKELA4 │     21 │     40 │     first_order │           1.02e-17 │              1.26e-03 │           1.20e-17 │             6.50e-17 │  first_order │        7.38e-05 │           7.00e-03 │        1.84e-11 │          0.00e+00 │
│     77 │    SNAKE │      2 │      2 │        max_time │          -1.75e+06 │              1.20e+03 │           1.00e+00 │             1.24e+02 │  first_order │       -1.96e-04 │           9.00e-03 │        1.82e-11 │          0.00e+00 │
│     78 │   POLAK2 │     11 │      2 │     first_order │           5.46e+01 │              9.60e-03 │           1.58e-08 │             8.33e-11 │  first_order │        5.46e+01 │           1.10e-02 │        1.18e-11 │          0.00e+00 │
│     79 │     HS92 │      6 │      1 │     first_order │           1.36e+00 │              2.92e+00 │           1.88e-12 │             2.44e-06 │  first_order │        1.36e+00 │           1.50e-01 │        2.11e-09 │          0.00e+00 │
│     80 │ MINMAXRB │      3 │      4 │     first_order │           7.99e-10 │              1.84e-02 │           3.22e-09 │             1.60e-09 │  first_order │        7.37e-06 │           6.00e-03 │        1.84e-11 │          0.00e+00 │
│     81 │  MAKELA1 │      3 │      2 │     first_order │          -1.41e+00 │              2.26e-03 │           2.90e-11 │             3.70e-07 │  first_order │       -1.41e+00 │           1.40e-02 │        7.92e-07 │          0.00e+00 │
│     82 │     HS51 │      5 │      3 │     first_order │           1.23e-11 │              6.50e-04 │           9.49e-13 │             2.13e-06 │  first_order │        4.93e-32 │           2.00e-03 │        6.11e-16 │          0.00e+00 │
│     83 │     HS56 │      7 │      4 │     first_order │          -3.46e+00 │              1.52e-03 │           8.28e-13 │             4.49e-07 │  first_order │       -3.46e+00 │           8.00e-03 │        1.92e-06 │          1.94e-06 │
│     84 │     BT12 │      5 │      3 │     first_order │           6.19e+00 │              3.74e-03 │           7.90e-10 │             9.13e-06 │  first_order │        6.19e+00 │           3.00e-03 │        7.64e-07 │          5.52e-06 │
│     85 │ PENTAGON │      6 │     15 │     first_order │           1.37e-04 │              6.37e-03 │           3.33e-07 │             1.41e-06 │  first_order │        1.44e-04 │           1.30e-02 │        1.82e-06 │          0.00e+00 │
│     86 │ HS111LNP │     10 │      3 │     first_order │          -4.78e+01 │              9.64e-02 │           1.96e-07 │             3.30e-08 │  first_order │       -4.78e+01 │           1.20e-02 │        5.50e-07 │          2.72e-07 │
│     87 │     HS52 │      5 │      3 │     first_order │           5.33e+00 │              5.38e-04 │           1.36e-11 │             4.88e-07 │  first_order │        5.33e+00 │           2.00e-03 │        7.11e-15 │          1.55e-15 │
│     88 │     HS89 │      3 │      1 │     first_order │           1.36e+00 │              8.47e-01 │           4.54e-12 │             2.44e-06 │  first_order │        1.36e+00 │           6.60e-02 │        3.50e-06 │          0.00e+00 │
│     89 │ CONGIGMZ │      3 │      5 │     first_order │           2.00e+00 │              4.07e-03 │           5.11e-12 │             4.92e-08 │  first_order │        2.80e+01 │           1.20e-02 │        6.84e-07 │          5.49e-07 │
│     90 │   POLAK5 │      3 │      2 │     first_order │           5.00e+01 │              1.47e-01 │           1.86e-09 │             9.17e-09 │  first_order │        5.00e+01 │           8.00e-03 │        6.85e-06 │          5.03e-06 │
│     91 │     HS47 │      5 │      3 │     first_order │           2.49e-15 │              5.30e-03 │           7.08e-07 │             1.66e-06 │  first_order │        2.14e-09 │           1.00e-02 │        4.90e-06 │          1.63e-06 │
│     92 │      CB3 │      3 │      3 │     first_order │           2.00e+00 │              5.19e-03 │           3.58e-11 │             6.77e-06 │  first_order │        2.00e+00 │           6.00e-03 │        2.71e-08 │          0.00e+00 │
│     93 │     HS12 │      2 │      1 │     first_order │          -3.00e+01 │              2.24e-03 │           1.10e-11 │             4.64e-08 │  first_order │       -3.00e+01 │           5.00e-03 │        4.15e-10 │          0.00e+00 │
│     94 │      BT3 │      5 │      3 │     first_order │           4.09e+00 │              4.76e-04 │           8.02e-12 │             1.99e-07 │  first_order │        4.09e+00 │           2.00e-03 │        7.11e-15 │          3.55e-15 │
│     95 │    HS268 │      5 │      5 │     first_order │           1.46e-11 │              2.57e-03 │           1.88e-07 │             1.92e-08 │  first_order │        5.64e-04 │           8.00e-03 │        2.81e-09 │          0.00e+00 │
│     96 │     HS22 │      2 │      2 │     first_order │           1.00e+00 │              1.14e-03 │           3.08e-11 │             1.79e-06 │  first_order │        1.00e+00 │           4.00e-03 │        3.12e-08 │          0.00e+00 │
└────────┴──────────┴────────┴────────┴─────────────────┴────────────────────┴───────────────────────┴────────────────────┴──────────────────────┴──────────────┴─────────────────┴────────────────────┴─────────────────┴───────────────────┘
